名称,法人,注册资本,注册时间,电话,souji1,邮箱,统一信用代码,企业类型,行业,注册地址,经营范围,省份,城市,区
连云港元鹏吊装有限公司,冯元,600万元人民币,2017/6/27,15558133888,,270919821@qq.com,91320722MA1PA06F79,有限责任公司(自然人独资),交通运输、仓储和邮政业,连云港市东海县白塔埠镇白塔村31-23号,货物吊装服务；货物搬运服务(限人工搬运)；企业信息咨询服务（投资理财除外）；市场分析调查服务；科技信息咨询服务；企业形象策划服务；钢结构工程、市政工程、园林绿化工程设计、施工；土石方工程施工；建筑机械租赁及销售；工程机械、农用机械、汽车配件、二手车、轮胎、润滑油、办公用品、五金交电、建材销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,江苏,连云港市,东海县
南京行胜机电设备有限公司,高瞻,500万元人民币,2017/3/14,15262725266,,1834879392@qq.com,91320113MA1NJPDY2J,有限责任公司(自然人独资),批发业,南京市栖霞区八卦洲街道外沙村村委会办公楼13-41号,机电设备、电线电缆、交通设施、仪器仪表、给排水设备、消防设备、水泵、阀门、桥架、母线、配电箱、灯具、洁具、五金配件、通风设备、暖通设备、风机、风口风阀、防火卷帘门、支架的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,栖霞区
江苏合力消防设备有限公司,祝应金,2198万元人民币,1996/10/24,15150505998,025-52418733；,185851859@qq.com,91320000608960560X,有限责任公司(自然人投资或控股),纺织服装、服饰业,南京市鼓楼区建宁路61号,消防器材设备的销售、检测维修，消防工程设备安装，室内外装饰；百货、针织纺品、化工原料、建筑材料、装潢材料、陶瓷制品、文化办公用品、五金机电、电子产品、汽车配件的销售，再生物资回收，职业中介，房地产中介，物业管理，房屋租赁，市场经营管理，家政服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,鼓楼区
南京乐宇星霓物联科技有限公司,胡宇默,501万元人民币,2017/7/19,15751889071,13813036663；,965123@qq.com,91320116MA1PXK9Y1Y,有限责任公司(自然人独资),研究和试验发展,南京市六合区横梁街道新篁社区新篁居委会同心组38号,物联网技术、电子技术开发、技术转让、技术咨询和技术服务；通信工程设计、施工及维护；电子商务；软件开发；电子产品、计算机硬件、金属材料、建筑材料、不锈钢制品、金属门窗、锁具、栏杆、木门、防水保温材料销售；阳光房施工；防腐保温工程施工及维修。（依法须经批准的项目，经相关部门批准后方可开展经营活动）许可项目：建筑智能化工程施工；建筑智能化系统设计；各类工程建设活动；住宅室内装饰装修（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：消防器材销售；安全技术防范系统设计施工,江苏,南京市,六合区
嘉兴市正佳服装有限公司,胡春健,380万元人民币,2015/5/13,13806739738,,,91330400329857181M,有限责任公司(自然人独资),纺织服装、服饰业,浙江省嘉兴市乍浦镇雅山西路232号一号楼二楼,一般项目：服装制造；服饰制造；日用口罩（非医用）生产；特种劳动防护用品生产；第一类医疗器械生产；专业设计服务；服装服饰批发；医用口罩批发；医护人员防护用品批发；服装服饰零售；服装辅料销售；医用口罩零售；日用口罩（非医用）销售；医护人员防护用品零售；第二类医疗器械销售(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：医用口罩生产；第二类医疗器械生产；医护人员防护用品生产（Ⅱ类医疗器械）；货物进出口；进出口代理(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为,浙江,嘉兴市,平湖市
江苏翰昇精工科技有限公司,朱利,518万元人民币,2011/8/31,025-84462680,025-84467666；13901596860；,changpanpan@enzxh.com,913200005822526028,有限责任公司(自然人投资或控股),研究和试验发展,南京市栖霞区疏港路1号龙潭物流基地3-66号,精工轴承研发、销售，电梯及零配件的销售、安装、维修、保养及配套服务，五金、机械零件加工，机电产品、装璜材料、钢材、橡胶制品、仪器仪表、针纺织品、文化用品、建材、家用电器销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,栖霞区
连云港市新美润建筑工程有限公司,茆成,2000万元人民币,2016/9/23,13815671551,15695180636；,13815671551@qq.com,91320723MA1MUT5DXE,有限责任公司(自然人投资或控股),房屋建筑业,连云港市灌云县小伊乡小茆村大茆庄191号,房屋建筑工程、室内外装饰工程、地基与基础工程、公路工程、铁路工程、市政公用工程、水利工程、园林绿化工程、土石方工程施工（凭资质证书要求经营）；建筑工程机械与设备租赁；建筑材料、装饰材料（危险化学品除外）销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,连云港市,灌云县
桐乡慕尚服饰有限公司,陈卫,300万元人民币,2013/4/11,13857374958,,,91330483065636827J,有限责任公司(自然人投资或控股),批发业,浙江省嘉兴市桐乡市濮院镇桐星大道南669号聚晟创业园23幢,一般项目：服饰制造；服装服饰批发；服装服饰零售；服饰研发；针纺织品及原料销售；服装辅料销售(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：货物进出口；技术进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。,浙江,嘉兴市,桐乡市
杭州云猫金融服务外包有限公司,魏朋,3000万元人民币,2015/6/25,18505715588,13588819785；13777815999；,,9133010234193432XY,有限责任公司(自然人投资或控股),商务服务业,上城区海潮路53号437室,服务：接受金融机构委托从事金融业务流程外包、金融信息技术外包、金融知识流程外包，以服务外包方式从事票据中介服务（不含承兑等银行核心业务），金融软件的技术开发、技术咨询、技术服务、技术转让，实业投资，投资管理，投资咨询（除证券、期货），商务信息咨询（除商品中介）。,浙江,杭州市,上城区
浙江棉欢儿针织科技有限公司,杜甫,1000万元人民币,2015/9/24,13757302797,18868389666；13757302997；,,91330401MA28A0R636,有限责任公司(自然人投资或控股),零售业,浙江省嘉兴市桐乡市屠甸镇同翔路18号8幢三层,针织品、纺织品、花边、织带、服装、针织面料、服装面料、内衣模杯的生产、研发、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,浙江,嘉兴市,桐乡市
江苏国华商业连锁管理集团有限公司,蔡清永,1000万元人民币,2016/11/16,15952058058,15292323397；18205148004；,2464457053@qq.com,91320111MA1N023T1J,有限责任公司(自然人独资),批发业,南京市江北新区泰山街道浦珠北路133号,许可项目：餐饮服务；食品经营（销售预包装食品）（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）一般项目：商业、饮食、服务专用设备制造；信息咨询服务（不含许可类信息咨询服务）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；餐饮管理；企业管理；食品、酒、饮料及茶生产专用设备制造；市场营销策划；日用百货销售；日用品销售；厨具卫具及日用杂品批发；专业保洁、清洗、消毒服务；市场调查；商标代理；知识产权服务；包装服务（除依法须经批准的项目外，凭营业执照依法自主开展经营,江苏,南京市,浦口区
南京沪凡仪器设备有限公司,王应丰,240万元人民币,2012/10/16,13952051188,025-58350655；,13952051188@163.com,91320113053278727H,有限责任公司(自然人独资),批发业,南京市栖霞区龙潭街道营防村教育路9号南京营防纸盒厂,建筑材料、日用百货、机械设备、机电设备、电子产品、假发设备及配件、假发、仿真人造花、初级农产品、鲜花园艺、仪器仪表、办公用品、宠物用品、礼品、工艺品的销售；餐饮管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,栖霞区
南京洛吉克电子科技有限公司,杭海波,200万元人民币,2017/6/22,15951732247,15161465961；,haibo.hang@logic-elec.com,91320113MA1P8TG06U,有限责任公司(自然人投资或控股),研究和试验发展,南京市栖霞区仙林街道仙林大学城元化路8号51幢1209室,电子产品及配件、集成电路研发、生产、销售、技术咨询、技术转让、技术服务；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,栖霞区
南京丰鑫互联科技发展有限公司,尤曼,200万元人民币,2017/8/16,18914733784,18951634001；,18951634001@139.com,91320105MA1Q3JWW6C,有限责任公司(自然人投资或控股),研究和试验发展,南京市建邺区嘉陵江东街18号04幢2层207-48室,计算机软硬件、网络技术研发、技术转让、技术咨询、技术推广；互联网信息技术服务；数据处理及存储服务；电脑动画设计；通讯设备、数码设备销售、技术咨询；食品销售；展览展示服务；会务服务；礼品销售；图文制作、设计；企业形象策划；礼仪服务；公关活动策划；房屋租赁；组织文化交流活动（不含演出）；文化用品销售；面向成年人开展的培训服务（不含国家统一认可的职业证书类培训）。档案整理服务；人力资源服务（不含职业中介活动）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,建邺区
惠然易展南京创意展示有限公司,张燕,500万元人民币,2016/1/4,15221988377,13914454701；18694981542；,chen.yuguo2011@hotmail.com,91320191MA1ME0N28J,有限责任公司(自然人投资或控股),商务服务业,南京高新区高新五路5号29栋111-59室,商用展览展示用品设计、生产；展示设备、办公家具及隔墙商场及博物馆橱窗设备及有关装饰材料的生产、销售；装饰工程设计、施工；多媒体展示系统的设计、施工、技术服务；企业营销策划；教育科技领域内的技术开发、技术转让、技术咨询、技术服务；组织文化艺术交流活动；设计、制作、代理、发布国内各类广告；日用百货、办公用品、劳保用品、工艺礼品、服装鞋帽、电子产品、机电设备、五金交电、化妆品、皮革制品、计算机软硬件及外围设备的销售；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,江苏,南京市,浦口区
